engagement_id,milestone,milestone_date,candidate_count,notes
E0165,Kickoff,2024-12-20,11,
E0165,Longlist,2025-01-30,6,
E0165,Shortlist,2025-02-23,12,
E0165,Offer,2025-03-15,4,
E0165,Accepted,2025-03-16,5,
E0166,Kickoff,2025-11-12,14,
E0166,Longlist,2025-12-23,7,
E0166,Shortlist,2026-01-26,6,
E0166,Offer,2026-02-14,1,
E0166,Accepted,2026-03-03,0,
E0167,Kickoff,2025-05-09,12,
E0167,Longlist,2025-06-16,9,
E0167,Shortlist,2025-07-10,6,
E0167,Offer,2025-07-26,1,
E0167,Accepted,2025-08-04,2,
E0168,Kickoff,2025-02-18,11,
E0168,Longlist,2025-03-05,8,
E0168,Shortlist,2025-04-01,6,
E0168,Offer,2025-04-25,4,
E0168,Accepted,2025-05-16,0,manual review
E0169,Kickoff,2025-01-13,11,
E0169,Longlist,2025-01-30,8,
E0169,Shortlist,2025-02-09,5,
E0169,Offer,2025-02-27,7,
E0169,Accepted,2025-02-28,5,
E0170,Kickoff,2024-05-30,11,
E0170,Longlist,2024-07-06,11,
E0170,Shortlist,2024-07-18,8,manual review
E0170,Offer,2024-08-12,6,manual review
E0170,Accepted,2024-08-24,6,manual review
E0171,Kickoff,2025-02-19,13,
E0171,Longlist,2025-03-17,9,manual review
E0171,Shortlist,2025-04-13,6,
E0171,Offer,2025-05-05,0,
E0171,Accepted,2025-05-11,5,
E0172,Kickoff,2025-05-17,9,
E0172,Longlist,2025-06-16,9,
E0172,Shortlist,2025-07-02,11,
E0172,Offer,2025-07-21,6,
E0172,Accepted,2025-07-22,0,
E0173,Kickoff,2025-12-07,10,
E0173,Longlist,2025-12-29,11,
E0174,Kickoff,2025-02-10,11,
E0174,Longlist,2025-03-26,7,
E0175,Kickoff,2025-11-19,12,
E0175,Longlist,2025-12-19,9,
E0176,Kickoff,2025-11-21,11,manual review
E0176,Longlist,2025-12-15,9,
E0176,Shortlist,2026-01-04,5,
E0176,Offer,2026-01-20,2,
E0177,Kickoff,2025-01-16,11,
E0177,Longlist,2025-02-02,7,
E0177,Shortlist,2025-02-28,5,
E0178,Kickoff,2024-11-19,10,
E0178,Longlist,2024-12-12,7,
E0178,Shortlist,2025-01-14,7,
E0178,Offer,2025-02-05,6,
E0178,Accepted,2025-02-25,4,
E0179,Kickoff,2024-04-21,11,
E0179,Longlist,2024-05-23,6,
E0179,Shortlist,2024-06-15,4,manual review
E0179,Offer,2024-07-09,7,
E0179,Accepted,2024-07-21,1,manual review
E0180,Kickoff,2024-07-22,12,
E0180,Longlist,2024-08-29,11,
E0180,Shortlist,2024-09-14,8,
E0180,Offer,2024-09-28,4,
E0180,Accepted,2024-09-29,1,
E0181,Kickoff,2025-10-08,10,
E0181,Longlist,2025-11-03,10,
E0181,Shortlist,2025-11-24,11,
E0181,Offer,2025-12-15,8,
E0181,Accepted,2026-01-06,6,
E0182,Kickoff,2024-04-12,11,
E0182,Longlist,2024-05-10,9,
E0182,Shortlist,2024-05-27,6,
E0182,Offer,2024-06-23,0,
E0182,Accepted,2024-07-04,2,
E0183,Kickoff,2024-10-19,9,
E0183,Longlist,2024-11-24,12,
E0184,Kickoff,2025-05-28,15,
E0184,Longlist,2025-07-03,11,
E0184,Shortlist,2025-07-20,11,
E0184,Offer,2025-08-08,8,
E0184,Accepted,2025-08-13,2,
E0185,Kickoff,2024-06-29,9,
E0185,Longlist,2024-07-24,8,
E0185,Shortlist,2024-08-14,6,
E0185,Offer,2024-08-24,4,
E0185,Accepted,2024-09-07,4,
E0186,Kickoff,2025-12-13,13,
E0186,Longlist,2026-01-16,7,
E0187,Kickoff,2025-04-23,8,manual review
E0187,Longlist,2025-05-15,9,
E0187,Shortlist,2025-06-15,4,
E0187,Offer,2025-07-01,4,
E0187,Accepted,2025-07-10,3,
E0188,Kickoff,2024-01-27,10,
E0188,Longlist,2024-02-12,10,
E0188,Shortlist,2024-03-05,6,
E0188,Offer,2024-03-20,2,manual review
E0188,Accepted,2024-04-08,6,
E0189,Kickoff,2024-07-08,11,
E0189,Longlist,2024-08-04,9,
E0190,Kickoff,2025-07-03,10,
E0190,Longlist,2025-08-06,6,
E0190,Shortlist,2025-09-09,10,
E0190,Offer,2025-09-28,9,
E0191,Kickoff,2025-09-29,12,
E0192,Kickoff,2025-11-15,16,
E0192,Longlist,2025-12-05,5,
E0193,Kickoff,2025-09-18,14,
E0193,Longlist,2025-10-26,11,
E0193,Shortlist,2025-11-28,11,
E0194,Kickoff,2024-02-24,12,
E0194,Longlist,2024-03-23,11,
E0194,Shortlist,2024-04-19,7,
E0194,Offer,2024-05-16,0,
E0194,Accepted,2024-05-19,2,
E0195,Kickoff,2025-06-24,14,
E0195,Longlist,2025-07-20,11,
E0195,Shortlist,2025-08-21,7,
E0195,Offer,2025-09-15,4,
E0195,Accepted,2025-10-02,3,
E0196,Kickoff,2024-03-27,12,
E0196,Longlist,2024-04-21,6,
E0196,Shortlist,2024-05-07,7,
E0196,Offer,2024-06-01,8,
E0196,Accepted,2024-06-15,4,
E0197,Kickoff,2024-03-05,12,
E0197,Longlist,2024-04-10,11,
E0197,Shortlist,2024-04-23,5,
E0197,Offer,2024-05-16,7,
E0197,Accepted,2024-05-19,0,
E0198,Kickoff,2025-05-25,8,
E0198,Longlist,2025-06-28,10,
E0198,Shortlist,2025-07-23,8,
E0198,Offer,2025-08-19,6,
E0198,Accepted,2025-09-04,1,manual review
E0199,Kickoff,2024-12-21,12,
E0199,Longlist,2025-01-29,8,
E0199,Shortlist,2025-02-27,13,
E0199,Offer,2025-03-22,4,
E0199,Accepted,2025-03-25,4,
E0200,Kickoff,2025-04-24,11,
E0200,Longlist,2025-05-18,13,
E0200,Shortlist,2025-06-02,9,
E0200,Offer,2025-06-09,4,
E0200,Accepted,2025-06-27,5,
E0201,Kickoff,2025-09-13,12,
E0201,Longlist,2025-10-10,7,
E0202,Kickoff,2024-02-23,12,
E0202,Longlist,2024-03-29,11,
E0202,Shortlist,2024-04-30,7,
E0202,Offer,2024-05-09,9,
E0202,Accepted,2024-05-22,3,manual review
E0203,Kickoff,2025-01-26,12,
E0203,Longlist,2025-02-14,11,
E0203,Shortlist,2025-03-10,7,
E0203,Offer,2025-04-06,4,
E0203,Accepted,2025-04-23,3,
E0204,Kickoff,2025-09-06,10,
E0204,Longlist,2025-10-03,8,
E0204,Shortlist,2025-10-17,9,
E0204,Offer,2025-10-27,3,
E0204,Accepted,2025-10-29,1,
E0205,Kickoff,2024-11-17,13,
E0205,Longlist,2024-12-04,9,
E0205,Shortlist,2025-01-06,5,
E0205,Offer,2025-02-02,7,
E0205,Accepted,2025-02-12,3,manual review
E0206,Kickoff,2025-01-21,9,
E0206,Longlist,2025-02-19,6,
E0207,Kickoff,2024-12-29,13,
E0207,Longlist,2025-01-26,11,
E0207,Shortlist,2025-02-14,5,manual review
E0207,Offer,2025-03-06,2,
E0207,Accepted,2025-03-13,1,
E0208,Kickoff,2025-11-01,10,
E0208,Longlist,2025-12-08,12,
E0209,Kickoff,2024-02-07,14,
E0209,Longlist,2024-03-19,10,
E0209,Shortlist,2024-04-15,5,
E0209,Offer,2024-05-01,2,
E0209,Accepted,2024-05-06,5,
E0210,Kickoff,2025-10-02,11,manual review
E0210,Longlist,2025-11-13,9,
E0210,Shortlist,2025-12-13,6,
E0210,Offer,2026-01-01,3,
E0211,Kickoff,2025-08-25,11,manual review
E0211,Longlist,2025-10-01,10,
E0211,Shortlist,2025-10-31,8,
E0211,Offer,2025-11-24,6,
E0211,Accepted,2025-12-11,4,
E0212,Kickoff,2025-08-18,16,
E0212,Longlist,2025-09-18,8,
E0212,Shortlist,2025-10-10,5,
E0212,Offer,2025-11-01,8,manual review
E0212,Accepted,2025-11-16,0,
E0213,Kickoff,2024-11-04,10,
E0213,Longlist,2024-12-17,13,
E0213,Shortlist,2025-01-15,7,
E0213,Offer,2025-01-27,3,
E0213,Accepted,2025-02-10,2,
E0214,Kickoff,2025-01-16,12,
E0214,Longlist,2025-02-15,8,
E0214,Shortlist,2025-03-03,7,
E0214,Offer,2025-03-29,6,
E0214,Accepted,2025-03-29,1,
E0215,Kickoff,2024-10-01,12,manual review
E0215,Longlist,2024-11-05,9,
E0215,Shortlist,2024-12-03,7,
E0216,Kickoff,2024-07-07,9,
E0216,Longlist,2024-08-20,11,
E0216,Shortlist,2024-09-12,10,
E0216,Offer,2024-10-02,4,
E0216,Accepted,2024-10-20,5,
E0217,Kickoff,2025-10-01,11,manual review
E0217,Longlist,2025-11-11,13,
E0217,Shortlist,2025-12-02,6,
E0217,Offer,2025-12-23,2,
E0217,Accepted,2026-01-14,2,
E0218,Kickoff,2025-01-07,14,
E0218,Longlist,2025-02-18,10,
E0218,Shortlist,2025-03-04,10,
E0218,Offer,2025-03-25,0,
E0218,Accepted,2025-03-27,3,
E0219,Kickoff,2025-06-18,13,
E0219,Longlist,2025-07-14,8,manual review
E0219,Shortlist,2025-07-29,10,manual review
E0219,Offer,2025-08-18,5,
E0219,Accepted,2025-08-24,4,
E0220,Kickoff,2024-03-23,13,
E0220,Longlist,2024-04-26,7,
E0220,Shortlist,2024-05-23,6,
E0220,Offer,2024-06-17,1,
E0220,Accepted,2024-07-09,2,
E0221,Kickoff,2025-08-07,14,
E0221,Longlist,2025-08-23,11,manual review
E0221,Shortlist,2025-09-18,4,manual review
E0221,Offer,2025-10-08,2,
E0221,Accepted,2025-10-11,1,manual review
E0222,Kickoff,2025-05-04,6,
E0222,Longlist,2025-06-12,11,
E0222,Shortlist,2025-07-01,7,
E0222,Offer,2025-07-10,8,
E0222,Accepted,2025-07-16,1,
E0223,Kickoff,2026-01-04,5,
E0223,Longlist,2026-02-15,11,
E0223,Shortlist,2026-03-20,6,
E0223,Offer,2026-04-13,1,
E0224,Kickoff,2024-04-07,9,
E0224,Longlist,2024-05-07,9,
E0224,Shortlist,2024-05-27,8,
E0224,Offer,2024-06-15,2,
E0224,Accepted,2024-06-25,2,
E0225,Kickoff,2025-02-06,14,
E0225,Longlist,2025-03-19,11,
E0225,Shortlist,2025-04-18,2,
E0225,Offer,2025-05-02,5,
E0225,Accepted,2025-05-09,5,
E0226,Kickoff,2025-01-13,11,
E0226,Longlist,2025-02-24,10,
E0226,Shortlist,2025-03-29,10,manual review
E0226,Offer,2025-04-06,0,
E0226,Accepted,2025-04-15,4,
E0227,Kickoff,2025-02-05,15,
E0227,Longlist,2025-02-22,8,
E0227,Shortlist,2025-03-04,8,
E0227,Offer,2025-03-26,7,
E0227,Accepted,2025-04-17,3,
E0228,Kickoff,2024-02-18,13,
E0228,Longlist,2024-03-05,10,
E0228,Shortlist,2024-03-26,6,
E0228,Offer,2024-04-06,6,
E0228,Accepted,2024-04-11,3,
E0229,Kickoff,2024-12-18,11,
E0229,Longlist,2025-01-25,3,
E0229,Shortlist,2025-02-23,8,
E0229,Offer,2025-03-11,7,
E0229,Accepted,2025-03-20,2,
E0230,Kickoff,2024-08-08,9,
E0230,Longlist,2024-09-19,9,manual review
E0230,Shortlist,2024-10-11,6,
E0230,Offer,2024-11-07,7,
E0230,Accepted,2024-11-16,1,manual review
E0231,Kickoff,2025-04-04,10,
E0231,Longlist,2025-04-21,8,
E0231,Shortlist,2025-05-11,5,
E0231,Offer,2025-05-28,2,
E0231,Accepted,2025-06-07,3,
E0232,Kickoff,2024-06-27,12,
E0232,Longlist,2024-07-31,3,
E0232,Shortlist,2024-08-10,8,
E0233,Kickoff,2024-11-20,12,
E0233,Longlist,2024-12-17,13,
E0233,Shortlist,2025-01-02,6,
E0233,Offer,2025-01-13,8,manual review
E0233,Accepted,2025-01-18,4,
E0234,Kickoff,2025-03-30,11,
E0234,Longlist,2025-05-12,8,
E0234,Shortlist,2025-05-31,6,
E0234,Offer,2025-06-25,8,
E0234,Accepted,2025-06-27,2,
E0235,Kickoff,2024-02-16,12,
E0235,Longlist,2024-03-15,11,
E0235,Shortlist,2024-03-31,7,
E0235,Offer,2024-04-08,4,
E0235,Accepted,2024-04-08,4,
E0236,Kickoff,2025-08-01,8,
E0236,Longlist,2025-08-29,10,
E0237,Kickoff,2025-06-15,10,
E0237,Longlist,2025-07-15,9,
E0237,Shortlist,2025-07-25,7,manual review
E0238,Kickoff,2024-02-16,14,
E0238,Longlist,2024-03-27,11,
E0238,Shortlist,2024-04-24,10,
E0238,Offer,2024-05-03,6,
E0238,Accepted,2024-05-12,0,
E0239,Kickoff,2024-02-23,11,
E0239,Longlist,2024-03-15,6,
E0239,Shortlist,2024-04-07,5,
E0239,Offer,2024-04-28,7,
E0239,Accepted,2024-04-29,0,
E0240,Kickoff,2025-09-19,11,
E0240,Longlist,2025-10-04,13,
E0240,Shortlist,2025-10-26,7,
E0240,Offer,2025-11-19,7,
E0241,Kickoff,2024-07-29,14,
E0241,Longlist,2024-09-08,9,
E0241,Shortlist,2024-09-26,9,manual review
E0241,Offer,2024-10-17,5,
E0241,Accepted,2024-10-29,1,
E0242,Kickoff,2025-09-28,11,
E0242,Longlist,2025-10-29,5,
E0242,Shortlist,2025-11-21,6,
E0243,Kickoff,2025-01-03,11,
E0243,Longlist,2025-01-25,9,
E0243,Shortlist,2025-02-18,4,
E0243,Offer,2025-03-17,6,
E0243,Accepted,2025-04-01,0,
E0244,Kickoff,2024-09-08,5,
E0244,Longlist,2024-09-30,9,
E0244,Shortlist,2024-10-16,8,
E0244,Offer,2024-10-28,2,
E0244,Accepted,2024-11-14,3,
E0245,Kickoff,2024-07-22,10,
E0245,Longlist,2024-08-12,12,
E0245,Shortlist,2024-08-23,6,
E0245,Offer,2024-09-13,10,
E0245,Accepted,2024-09-19,5,
E0246,Kickoff,2025-05-01,9,manual review
E0246,Longlist,2025-06-11,8,
E0246,Shortlist,2025-06-21,5,manual review
E0246,Offer,2025-07-12,6,
E0246,Accepted,2025-07-15,0,
E0247,Kickoff,2024-03-30,12,
E0247,Longlist,2024-04-17,10,manual review
E0247,Shortlist,2024-04-27,5,
E0247,Offer,2024-05-17,7,
E0247,Accepted,2024-05-18,1,
E0248,Kickoff,2024-10-27,10,
E0248,Longlist,2024-11-18,4,
E0248,Shortlist,2024-12-15,7,
E0248,Offer,2024-12-31,9,manual review
E0248,Accepted,2025-01-16,1,
E0249,Kickoff,2024-09-12,10,
E0249,Longlist,2024-10-07,7,
E0249,Shortlist,2024-11-03,10,
E0249,Offer,2024-11-23,2,
E0249,Accepted,2024-12-12,3,
E0250,Kickoff,2024-05-01,15,
E0250,Longlist,2024-05-28,13,
E0250,Shortlist,2024-06-28,5,
E0250,Offer,2024-07-24,5,
E0250,Accepted,2024-08-15,1,
E0251,Kickoff,2024-09-14,11,
E0251,Longlist,2024-10-04,8,
E0251,Shortlist,2024-10-21,3,
E0251,Offer,2024-10-31,0,
E0251,Accepted,2024-11-18,5,
E0252,Kickoff,2025-01-24,10,
E0252,Longlist,,12,
E0252,Shortlist,2025-02-24,3,
E0252,Offer,2025-03-04,6,
E0252,Accepted,2025-03-19,4,
E0253,Kickoff,2025-05-18,9,
E0253,Longlist,2025-06-21,10,
E0253,Shortlist,2025-07-18,7,
E0253,Offer,2025-08-06,2,
E0253,Accepted,2025-08-13,3,
E0254,Kickoff,2024-03-12,14,
E0254,Longlist,2024-04-22,7,
E0254,Shortlist,2024-05-19,5,
E0254,Offer,2024-06-05,6,
E0254,Accepted,2024-06-09,2,
E0255,Kickoff,2025-10-04,11,
E0255,Longlist,2025-11-14,9,
E0255,Shortlist,2025-12-14,6,
E0255,Offer,2026-01-07,5,
E0256,Kickoff,2025-10-11,10,
E0256,Longlist,2025-11-23,7,manual review
E0256,Shortlist,2025-12-19,9,
E0256,Offer,2026-01-14,2,
E0256,Accepted,2026-02-04,5,
E0257,Kickoff,2025-05-26,12,
E0257,Longlist,2025-06-11,7,
E0257,Shortlist,2025-07-13,9,
E0257,Offer,2025-08-08,0,
E0257,Accepted,2025-08-14,0,
E0258,Kickoff,2025-11-06,12,
E0258,Longlist,2025-12-01,7,
E0259,Kickoff,2024-11-14,11,
E0259,Longlist,2024-12-04,14,
E0259,Shortlist,2024-12-28,8,
E0259,Offer,2025-01-09,2,
E0259,Accepted,2025-01-15,5,
E0260,Kickoff,2025-08-31,11,
E0260,Longlist,2025-10-09,11,
E0260,Shortlist,2025-10-26,8,
E0260,Offer,2025-11-11,2,
E0261,Kickoff,2025-06-22,8,
E0261,Longlist,2025-07-19,8,
E0261,Shortlist,2025-08-21,7,
E0261,Offer,2025-09-13,7,
E0262,Kickoff,2025-02-21,11,
E0262,Longlist,2025-03-08,9,
E0262,Shortlist,2025-04-01,5,
E0262,Offer,2025-04-08,5,
E0262,Accepted,2025-04-22,2,
E0263,Kickoff,2024-05-15,11,
E0263,Longlist,2024-06-11,8,
E0263,Shortlist,2024-07-12,6,
E0263,Offer,2024-07-21,5,
E0263,Accepted,2024-07-27,0,
E0264,Kickoff,2025-02-20,8,
E0264,Longlist,2025-03-25,9,
E0264,Shortlist,2025-04-09,6,
E0264,Offer,2025-04-30,9,
E0264,Accepted,2025-05-15,0,manual review
E0265,Kickoff,2025-10-20,13,manual review
E0265,Longlist,2025-11-11,8,
E0266,Kickoff,2025-12-21,9,
E0266,Longlist,2026-02-01,11,manual review
E0267,Kickoff,2024-11-30,10,
E0267,Longlist,2024-12-22,10,
E0267,Shortlist,2025-01-24,12,
E0267,Offer,2025-02-17,7,
E0267,Accepted,2025-02-21,0,
E0268,Kickoff,2024-07-05,10,
E0268,Longlist,2024-07-30,13,
E0268,Shortlist,2024-08-27,3,
E0268,Offer,2024-09-10,3,
E0268,Accepted,2024-09-19,1,
E0269,Kickoff,2025-07-08,11,
E0269,Longlist,2025-08-19,11,manual review
E0269,Shortlist,2025-08-29,7,
E0269,Offer,2025-09-21,6,
E0269,Accepted,2025-09-25,2,
E0270,Kickoff,2024-03-04,11,
E0270,Longlist,2024-04-10,8,
E0270,Shortlist,2024-05-05,7,
E0270,Offer,2024-05-25,6,
E0270,Accepted,2024-06-08,0,
E0271,Kickoff,2024-04-22,9,
E0271,Longlist,2024-06-02,11,
E0271,Shortlist,2024-06-27,11,
E0271,Offer,2024-07-08,6,
E0271,Accepted,2024-07-26,4,
E0272,Kickoff,2025-02-16,13,
E0272,Longlist,2025-03-07,7,
E0272,Shortlist,2025-03-26,7,
E0273,Kickoff,2025-12-29,11,
E0273,Longlist,2026-02-04,8,
E0273,Shortlist,2026-02-27,6,
E0273,Offer,2026-03-11,6,
E0274,Kickoff,2024-08-30,16,
E0274,Longlist,2024-09-26,10,
E0274,Shortlist,2024-10-26,8,
E0274,Offer,2024-11-05,4,
E0274,Accepted,2024-11-21,2,manual review
E0275,Kickoff,2024-11-20,11,
E0275,Longlist,2025-01-03,10,
E0275,Shortlist,2025-02-03,7,
E0275,Offer,2025-02-15,3,
E0275,Accepted,2025-03-04,4,
E0276,Kickoff,2024-08-28,15,
E0276,Longlist,2024-09-18,11,
E0276,Shortlist,2024-10-03,5,
E0276,Offer,2024-10-11,7,
E0276,Accepted,2024-10-12,3,
E0277,Kickoff,2024-11-25,12,
E0277,Longlist,2024-12-30,6,
E0277,Shortlist,2025-01-12,4,
E0277,Offer,2025-01-22,9,
E0278,Kickoff,2024-01-09,10,
E0278,Longlist,2024-02-08,3,
E0278,Shortlist,2024-03-03,10,
E0278,Offer,2024-03-24,6,manual review
E0278,Accepted,2024-04-11,3,manual review
E0279,Kickoff,2025-03-13,10,
E0279,Longlist,2025-04-12,13,
E0279,Shortlist,2025-05-01,6,
E0279,Offer,2025-05-10,5,
E0279,Accepted,2025-05-13,6,
E0280,Kickoff,2025-03-18,9,
E0280,Longlist,2025-04-26,12,
E0280,Shortlist,2025-05-16,9,
E0281,Kickoff,2024-08-21,11,
E0281,Longlist,2024-09-09,11,
E0281,Shortlist,2024-09-27,5,
E0281,Offer,2024-10-24,8,
E0281,Accepted,2024-11-10,2,
E0282,Kickoff,2024-07-18,13,
E0282,Longlist,2024-08-19,12,
E0282,Shortlist,2024-08-31,9,
E0282,Offer,2024-09-20,6,manual review
E0282,Accepted,2024-09-24,0,
E0283,Kickoff,2025-07-17,15,
E0283,Longlist,2025-08-21,9,
E0284,Kickoff,2024-05-22,13,
E0284,Longlist,2024-06-19,4,
E0285,Kickoff,2024-02-12,10,
E0285,Longlist,2024-03-24,8,
E0286,Kickoff,2024-01-30,12,
E0286,Longlist,2024-03-11,8,
E0286,Shortlist,2024-04-08,10,
E0286,Offer,2024-04-21,8,
E0286,Accepted,2024-05-10,5,
E0287,Kickoff,2025-10-09,9,
E0287,Longlist,2025-11-01,11,
E0287,Shortlist,2025-11-15,9,
E0287,Offer,2025-11-23,8,
E0288,Kickoff,2024-09-22,14,
E0288,Longlist,2024-10-13,9,
E0288,Shortlist,2024-11-06,7,manual review
E0288,Offer,2024-11-20,6,
E0288,Accepted,2024-12-06,2,
E0289,Kickoff,2024-03-22,11,
E0289,Longlist,2024-04-11,9,
E0289,Shortlist,2024-05-04,6,
E0289,Offer,2024-05-22,2,
E0289,Accepted,2024-06-07,8,
E0290,Kickoff,2025-10-10,11,
E0290,Longlist,2025-11-03,8,
E0291,Kickoff,2024-04-19,10,
E0291,Longlist,2024-05-11,9,
E0292,Kickoff,2024-09-09,12,
E0292,Longlist,2024-09-27,9,
E0292,Shortlist,2024-10-21,11,
E0292,Offer,2024-11-02,6,
E0292,Accepted,2024-11-04,4,
E0293,Kickoff,2024-01-16,10,
E0293,Longlist,2024-02-21,6,
E0293,Shortlist,2024-03-12,7,
E0293,Offer,2024-03-20,1,
E0293,Accepted,2024-03-20,1,
E0294,Kickoff,2025-05-15,12,
E0294,Longlist,2025-06-07,12,
E0294,Shortlist,2025-06-21,7,
E0294,Offer,2025-07-04,3,
E0294,Accepted,2025-07-21,4,
E0295,Kickoff,2025-05-26,9,
E0295,Longlist,2025-06-20,7,
E0296,Kickoff,2025-07-09,9,
E0296,Longlist,2025-08-09,10,manual review
E0297,Kickoff,2024-07-15,11,
E0297,Longlist,2024-08-25,8,
E0297,Shortlist,2024-09-15,8,
E0297,Offer,2024-10-05,2,
E0297,Accepted,2024-10-26,4,
E0298,Kickoff,2024-09-03,9,
E0298,Longlist,2024-10-11,10,
E0298,Shortlist,2024-10-21,7,manual review
E0299,Kickoff,2025-11-21,13,
E0299,Longlist,2025-12-15,10,
E0299,Shortlist,2026-01-17,4,
E0300,Kickoff,2025-08-28,12,
E0300,Longlist,2025-09-29,7,
E0301,Kickoff,2024-02-02,13,
E0301,Longlist,,11,
E0301,Shortlist,2024-04-01,6,
E0301,Offer,2024-04-24,4,
E0301,Accepted,2024-04-24,4,
E0302,Kickoff,2025-05-23,13,
E0302,Longlist,2025-06-30,7,
E0302,Shortlist,2025-07-27,6,
E0302,Offer,2025-08-20,4,
E0302,Accepted,2025-09-01,2,
E0303,Kickoff,2025-08-25,11,
E0303,Longlist,2025-09-13,8,
E0303,Shortlist,2025-10-15,6,
E0304,Kickoff,2025-02-12,8,
E0305,Kickoff,2025-04-21,9,
E0305,Longlist,2025-05-14,11,
E0305,Shortlist,2025-06-06,6,
E0305,Offer,2025-06-29,6,
E0305,Accepted,2025-07-11,7,
E0306,Kickoff,2024-01-05,13,
E0306,Longlist,2024-02-01,10,
E0306,Shortlist,2024-02-20,8,
E0306,Offer,2024-02-29,7,
E0306,Accepted,2024-03-01,8,
E0307,Kickoff,2024-01-30,11,
E0307,Longlist,2024-02-21,9,
E0307,Shortlist,2024-03-25,10,
E0307,Offer,2024-04-16,5,
E0307,Accepted,2024-04-18,1,
E0308,Kickoff,2024-02-02,10,
E0308,Longlist,2024-03-07,10,
E0308,Shortlist,2024-03-25,9,
E0308,Offer,2024-04-13,3,
E0308,Accepted,2024-04-21,6,
E0309,Kickoff,2024-05-02,12,
E0309,Longlist,2024-06-14,9,
E0309,Shortlist,2024-07-15,6,
E0309,Offer,2024-07-25,5,
E0309,Accepted,2024-07-31,2,
E0310,Kickoff,2025-12-28,12,
E0310,Longlist,2026-02-09,9,
E0311,Kickoff,2025-04-09,16,
E0311,Longlist,2025-05-04,9,
E0311,Shortlist,2025-05-21,5,
E0311,Offer,2025-06-08,6,manual review
E0311,Accepted,2025-06-15,6,
E0312,Kickoff,2025-07-25,11,
E0312,Longlist,2025-08-15,10,
E0312,Shortlist,2025-08-26,6,
E0312,Offer,2025-09-08,2,
E0313,Kickoff,2024-08-09,11,
E0313,Longlist,2024-09-12,10,
E0313,Shortlist,2024-10-02,7,manual review
E0313,Offer,2024-10-29,7,
E0313,Accepted,2024-11-03,4,
E0314,Kickoff,2025-11-23,11,
E0314,Longlist,2025-12-13,9,
E0314,Shortlist,2026-01-13,8,
E0314,Offer,2026-02-04,4,
E0315,Kickoff,2024-06-02,12,
E0315,Longlist,2024-07-12,13,
E0315,Shortlist,2024-07-27,7,
E0315,Offer,2024-08-13,3,manual review
E0315,Accepted,2024-08-21,3,
E0316,Kickoff,2025-10-25,14,
E0316,Longlist,2025-11-15,7,
E0316,Shortlist,2025-11-26,10,
E0316,Offer,2025-12-07,6,
E0316,Accepted,2025-12-14,6,
E0317,Kickoff,2024-01-25,10,
E0317,Longlist,2024-02-19,10,
E0317,Shortlist,2024-03-07,8,
E0317,Offer,2024-03-18,4,manual review
E0317,Accepted,2024-03-21,4,
E0318,Kickoff,2024-01-16,11,manual review
E0318,Longlist,2024-02-14,11,
E0318,Shortlist,2024-03-12,5,
E0318,Offer,2024-03-25,6,
E0318,Accepted,2024-04-08,2,
E0319,Kickoff,2024-03-04,12,
E0319,Longlist,2024-04-08,6,
E0319,Shortlist,2024-04-22,7,
E0319,Offer,2024-05-01,5,
E0319,Accepted,2024-05-10,3,
E0320,Kickoff,2025-08-07,10,
E0320,Longlist,2025-08-27,10,
E0320,Shortlist,2025-09-06,8,
E0320,Offer,2025-09-27,4,
E0320,Accepted,2025-09-27,5,
E0321,Kickoff,2024-07-09,12,manual review
E0321,Longlist,2024-08-07,6,
E0321,Shortlist,2024-08-20,7,
E0321,Offer,2024-09-04,2,manual review
E0321,Accepted,2024-09-18,2,
E0322,Kickoff,2024-11-26,10,
E0322,Longlist,2024-12-28,5,
E0322,Shortlist,2025-01-08,7,
E0322,Offer,2025-01-16,6,
E0322,Accepted,2025-01-29,1,
E0323,Kickoff,2024-12-19,11,
E0323,Longlist,2025-01-13,9,
E0323,Shortlist,2025-01-25,9,
E0324,Kickoff,2025-07-30,10,
E0324,Longlist,2025-09-06,14,
E0324,Shortlist,2025-10-05,8,
E0324,Offer,2025-10-25,3,
E0324,Accepted,2025-11-04,5,
E0325,Kickoff,2024-09-11,16,
E0325,Longlist,2024-10-09,13,
E0325,Shortlist,2024-10-29,8,
E0325,Offer,2024-11-21,7,
E0325,Accepted,2024-12-10,0,
E0326,Kickoff,2024-01-06,14,
E0326,Longlist,2024-02-09,8,manual review
E0326,Shortlist,2024-03-10,4,
E0327,Kickoff,2024-10-14,10,
E0327,Longlist,2024-11-18,10,
E0327,Shortlist,2024-12-10,5,
E0327,Offer,2025-01-01,6,
E0327,Accepted,2025-01-03,3,
E0328,Kickoff,2024-08-04,12,
E0328,Longlist,2024-08-23,7,
E0328,Shortlist,2024-09-07,10,
E0328,Offer,2024-09-18,3,
E0328,Accepted,2024-10-03,0,
E0329,Kickoff,2025-06-22,11,
E0329,Longlist,2025-07-25,9,
E0329,Shortlist,2025-08-12,7,
E0329,Offer,2025-08-21,6,
E0329,Accepted,2025-08-28,1,
E0330,Kickoff,2025-07-06,15,
E0330,Longlist,2025-08-19,9,
E0330,Shortlist,2025-09-18,12,
E0330,Offer,2025-10-03,4,
E0330,Accepted,2025-10-27,3,
E0331,Kickoff,2024-03-15,12,
E0331,Longlist,2024-04-18,12,
E0331,Shortlist,2024-05-16,9,manual review
E0331,Offer,2024-06-07,7,
